,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Price,Company
289,Honda City i,Ahmedabad,2014,49000,Petrol,Manual,First,690000.0,Honda
290,Tata Zest Quadrajet,Pune,2018,45000,Diesel,Manual,First,525000.0,Tata
291,BMW 5 Series,Pune,2015,64000,Diesel,Automatic,First,2800000.0,BMW
292,Maruti Wagon R,Delhi,2009,60000,Petrol,Manual,First,135000.0,Maruti
293,Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,484999.99999999994,Honda
294,Volkswagen Jetta 2007-2011,Coimbatore,2012,58006,Diesel,Manual,First,670000.0,Volkswagen
295,Hyundai i10 Magna,Hyderabad,2010,74000,Petrol,Manual,First,310000.0,Hyundai
296,Mercedes-Benz New C-Class,Kochi,2015,77771,Diesel,Automatic,First,1864000.0,Mercedes-Benz
297,Hyundai i10 Magna,Pune,2012,45275,Petrol,Manual,First,280000.0,Hyundai
298,Toyota Innova Crysta,Chennai,2016,48000,Diesel,Manual,First,2025000.0,Toyota
299,Audi A6 2011-2015,Kochi,2015,31652,Diesel,Automatic,First,2678000.0,Audi
300,Toyota Innova 2.5,Hyderabad,2010,109000,Diesel,Manual,Second,826000.0,Toyota
301,Volkswagen Polo Petrol,Mumbai,2015,31978,Petrol,Manual,First,389000.0,Volkswagen
302,Maruti Alto K10,Hyderabad,2011,70000,Petrol,Manual,First,210000.0,Maruti
303,Honda City i-VTEC,Mumbai,2017,15000,Petrol,Automatic,First,1269000.0,Honda
304,Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,258000.0,Tata
305,Audi A6 2011-2015,Kochi,2014,61726,Diesel,Automatic,First,2077000.0,Audi
306,Mercedes-Benz GLA Class,Delhi,2015,48000,Diesel,Automatic,First,2026000.0000000002,Mercedes-Benz
307,Hyundai Santro Xing,Chennai,2006,58000,Petrol,Manual,Second,150000.0,Hyundai
308,Maruti Swift VDI,Kolkata,2011,60020,Diesel,Manual,First,250000.0,Maruti
309,Maruti Celerio VXI,Hyderabad,2014,77815,Petrol,Automatic,First,425000.0,Maruti
310,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,First,5700000.0,Mercedes-Benz
311,Land Rover Range,Delhi,2017,44000,Diesel,Automatic,First,4400000.0,Land
312,Volkswagen Vento Diesel,Hyderabad,2011,108626,Diesel,Manual,First,365000.0,Volkswagen
313,Maruti Omni 8,Hyderabad,2012,71791,Petrol,Manual,First,204999.99999999997,Maruti
314,Honda Brio 1.2,Kochi,2012,91931,Petrol,Manual,First,313000.0,Honda
315,Tata Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,Second,150000.0,Tata
316,Tata Indica Vista,Pune,2012,91183,Diesel,Manual,First,285000.0,Tata
317,Maruti Wagon R,Delhi,2012,65000,Petrol,Manual,First,265000.0,Maruti
318,Mahindra XUV500 W8,Hyderabad,2015,88428,Diesel,Manual,First,1060000.0,Mahindra
319,Tata Indigo LS,Pune,2008,138000,Diesel,Manual,Second,125000.0,Tata
320,Maruti Ertiga Paseo,Mumbai,2018,18000,Petrol,Manual,First,825000.0,Maruti
321,Honda Accord 2.4,Mumbai,2011,60000,Petrol,Automatic,First,445000.0,Honda
322,Maruti Swift Dzire,Kolkata,2012,48000,Diesel,Manual,First,370000.0,Maruti
323,Ford Fiesta EXi,Hyderabad,2009,160000,Diesel,Manual,First,280000.0,Ford
324,Honda City ZX,Kolkata,2008,40000,Petrol,Manual,First,180000.0,Honda
325,Audi A6 2011-2015,Kochi,2014,51495,Diesel,Automatic,First,2195000.0,Audi
326,BMW 6 Series,Mumbai,2011,30000,Diesel,Automatic,First,4900000.0,BMW
327,Audi Q7 45,Coimbatore,2017,97430,Diesel,Automatic,First,6267000.0,Audi
328,Maruti Zen Estilo,Pune,2008,42496,CNG,Manual,First,140000.0,Maruti
329,Hyundai i20 1.4,Pune,2012,83000,Diesel,Manual,First,550000.0,Hyundai
330,Hyundai i10 Sportz,Bangalore,2009,37000,Petrol,Automatic,Third,295000.0,Hyundai
331,Honda Jazz 1.2,Kochi,2016,28503,Petrol,Automatic,First,686000.0,Honda
332,Maruti Swift VDI,Hyderabad,2015,76496,Diesel,Manual,First,615000.0,Maruti
333,Hyundai i20 Asta,Pune,2011,79152,Petrol,Manual,Second,330000.0,Hyundai
334,Volkswagen Polo Petrol,Kolkata,2011,32000,Petrol,Manual,First,254999.99999999997,Volkswagen
335,Maruti Alto LXi,Ahmedabad,2009,35000,Petrol,Manual,First,150000.0,Maruti
336,Toyota Corolla H4,Chennai,2004,105000,Petrol,Automatic,Second,250000.0,Toyota
337,Maruti Alto LXi,Chennai,2006,56000,Petrol,Manual,Second,140000.0,Maruti
338,Tata Manza ELAN,Pune,2012,73000,Diesel,Manual,First,340000.0,Tata
339,Maruti Alto LXi,Pune,2012,38000,Petrol,Manual,First,225000.0,Maruti
340,Skoda Octavia Ambition,Kolkata,2013,775000,Diesel,Automatic,First,750000.0,Skoda
341,Toyota Corolla H4,Kolkata,2008,80000,Petrol,Automatic,First,280000.0,Toyota
342,Hyundai i20 Asta,Coimbatore,2016,24973,Petrol,Manual,First,766000.0,Hyundai
343,Maruti Vitara Brezza,Chennai,2016,45000,Diesel,Manual,First,715000.0,Maruti
344,Honda City 1.5,Delhi,2010,87430,Petrol,Manual,First,350000.0,Honda
345,Tata Indica Vista,Hyderabad,2014,133944,Diesel,Manual,Second,350000.0,Tata
346,Honda Amaze S,Kolkata,2013,57000,Diesel,Manual,First,345000.0,Honda
347,Hyundai EON D,Coimbatore,2016,27904,Petrol,Manual,First,355000.0,Hyundai
348,BMW 3 Series,Kochi,2015,30717,Diesel,Automatic,Second,2599000.0,BMW
349,Hyundai Verna 1.6,Bangalore,2012,80000,Diesel,Manual,First,525000.0,Hyundai
350,Tata Manza Club,Ahmedabad,2013,47304,Diesel,Manual,First,290000.0,Tata
351,Skoda Octavia RS,Jaipur,2005,100000,Petrol,Automatic,First,204999.99999999997,Skoda
352,Maruti Alto K10,Pune,2017,30000,Petrol,Manual,First,375000.0,Maruti
353,Ford Ecosport 1.5,Mumbai,2014,68000,Diesel,Manual,First,675000.0,Ford
354,Chevrolet Spark 1.0,Kolkata,2011,21000,Petrol,Manual,Second,95000.0,Chevrolet
355,Jaguar XF 2.0,Hyderabad,2017,21000,Diesel,Automatic,First,5200000.0,Jaguar
356,Honda CR-V RVi,Jaipur,2007,119000,Petrol,Manual,Third,391000.0,Honda
357,Skoda Superb L&K,Kochi,2019,13747,Petrol,Automatic,First,2730000.0,Skoda
358,Hyundai i10 Magna,Chennai,2009,620000,Petrol,Manual,First,270000.0,Hyundai
359,Maruti Swift LDI,Delhi,2013,70000,Diesel,Manual,First,350000.0,Maruti
360,Maruti Swift Dzire,Mumbai,2016,18000,Petrol,Automatic,First,620000.0,Maruti
361,Nissan Micra Diesel,Chennai,2011,83000,Diesel,Manual,First,275000.0,Nissan
362,Maruti Swift Dzire,Mumbai,2015,130000,Diesel,Manual,First,325000.0,Maruti
363,Ford Fiesta Classic,Pune,2012,63400,Diesel,Manual,First,325000.0,Ford
364,Maruti Zen LX,Kolkata,2003,65000,Petrol,Manual,First,65000.0,Maruti
365,Mini Clubman Cooper,Pune,2017,8350,Petrol,Manual,First,3500000.0,Mini
366,Toyota Etios GD,Kolkata,2014,45000,Diesel,Manual,First,325000.0,Toyota
367,Maruti Alto 800,Kolkata,2018,26200,Petrol,Manual,First,290000.0,Maruti
368,Maruti Alto VXi,Bangalore,2011,11000,Petrol,Manual,Third,290000.0,Maruti
369,BMW X5 3.0d,Bangalore,2009,90000,Diesel,Automatic,Second,1775000.0,BMW
370,Nissan Teana XV,Mumbai,2015,74000,Petrol,Automatic,Second,825000.0,Nissan
371,Hyundai Grand i10,Coimbatore,2015,37081,Petrol,Automatic,First,577000.0,Hyundai
372,Maruti Vitara Brezza,Hyderabad,2017,39000,Diesel,Manual,First,949000.0,Maruti
373,Audi Q7 3.0,Mumbai,2008,99000,Diesel,Automatic,Third,1295000.0,Audi
374,Mercedes-Benz GLA Class,Chennai,2015,38000,Diesel,Automatic,First,2000000.0,Mercedes-Benz
375,Maruti 800 AC,Chennai,2007,72000,Petrol,Manual,Third,100000.0,Maruti
376,Renault Duster 85PS,Chennai,2015,93000,Diesel,Manual,Second,710000.0,Renault
377,Toyota Corolla Altis,Mumbai,2017,5900,Diesel,Manual,First,1650000.0,Toyota
378,Mercedes-Benz New C-Class,Chennai,2014,25000,Diesel,Manual,First,2600000.0,Mercedes-Benz
379,Maruti Ritz VDi,Hyderabad,2010,68000,Diesel,Manual,Second,320000.0,Maruti
380,Honda BRV i-VTEC,Kochi,2017,35676,Petrol,Automatic,First,948000.0,Honda
381,Hyundai Xcent 1.1,Kochi,2015,74310,Diesel,Manual,First,400000.0,Hyundai
382,Mercedes-Benz E-Class 2009-2013,Jaipur,2014,59364,Diesel,Automatic,First,2650000.0,Mercedes-Benz
383,Mercedes-Benz B Class,Kochi,2014,41380,Petrol,Automatic,Second,1177000.0,Mercedes-Benz
384,Mercedes-Benz E-Class 2015-2017,Bangalore,2017,33900,Diesel,Automatic,First,3700000.0,Mercedes-Benz
385,Honda City i,Mumbai,2016,28000,Petrol,Manual,First,875000.0,Honda
386,Hyundai Santro Xing,Hyderabad,2007,50958,Petrol,Manual,First,195000.0,Hyundai
387,Honda City 1.5,Chennai,2011,93982,Petrol,Manual,First,375000.0,Honda
388,Hyundai Verna Transform,Pune,2010,95000,Petrol,Manual,First,250000.0,Hyundai
389,Jaguar XE Portfolio,Mumbai,2017,9000,Petrol,Automatic,First,3450000.0,Jaguar
390,Honda Amaze S,Delhi,2015,52516,Petrol,Manual,First,465000.00000000006,Honda
391,Mini Cooper Convertible,Bangalore,2015,20000,Petrol,Automatic,First,3200000.0,Mini
392,Mercedes-Benz S Class,Coimbatore,2017,56451,Diesel,Automatic,First,6281000.0,Mercedes-Benz
393,Hyundai EON Magna,Chennai,2014,37000,Petrol,Manual,First,325000.0,Hyundai
394,Maruti Wagon R,Kolkata,2014,17400,Petrol,Manual,First,310000.0,Maruti
395,Maruti Ritz LDi,Coimbatore,2011,90207,Diesel,Manual,First,391000.0,Maruti
396,BMW 3 Series,Chennai,2011,89616,Diesel,Automatic,First,1100000.0,BMW
397,Tata Xenon XT,Pune,2014,85000,Diesel,Manual,First,350000.0,Tata
398,Audi A3 35,Chennai,2014,79271,Diesel,Automatic,First,1650000.0,Audi
399,Land Rover Range,Hyderabad,2012,56000,Diesel,Automatic,First,3000000.0,Land
400,Mercedes-Benz GL-Class 2007,Pune,2010,85001,Diesel,Automatic,Second,2800000.0,Mercedes-Benz
401,Mitsubishi Pajero Sport,Hyderabad,2018,12000,Diesel,Automatic,First,2800000.0,Mitsubishi
402,Maruti Alto LX,Jaipur,2010,125000,Petrol,Manual,First,92000.0,Maruti
403,Maruti Wagon R,Pune,2013,53000,Petrol,Manual,First,275000.0,Maruti
404,Land Rover Range,Coimbatore,2017,34990,Diesel,Automatic,First,5383000.0,Land
405,Hyundai Verna 1.6,Pune,2011,49768,Petrol,Manual,Second,495000.0,Hyundai
406,BMW 5 Series,Hyderabad,2013,56000,Diesel,Automatic,First,3350000.0,BMW
407,Jaguar XF Diesel,Bangalore,2013,75000,Diesel,Automatic,First,2795000.0,Jaguar
408,Skoda Superb Elegance,Hyderabad,2010,57000,Petrol,Automatic,First,725000.0,Skoda
409,Audi Q3 35,Kochi,2017,37542,Diesel,Automatic,First,2571000.0,Audi
410,Land Rover Range,Coimbatore,2014,95649,Diesel,Automatic,First,2967000.0,Land
411,Mercedes-Benz New C-Class,Jaipur,2013,35299,Diesel,Automatic,First,1900000.0,Mercedes-Benz
412,Mahindra Scorpio S10,Kochi,2017,28464,Diesel,Manual,First,1305000.0,Mahindra
413,BMW 3 Series,Mumbai,2015,41000,Diesel,Automatic,First,2550000.0,BMW
414,Honda BR-V i-VTEC,Pune,2017,9000,Petrol,Manual,First,850000.0,Honda
415,Volvo S80 2006-2013,Chennai,2010,92098,Diesel,Automatic,Second,725000.0,Volvo
416,Hyundai Accent GLE,Pune,2005,5834,Petrol,Manual,First,80000.0,Hyundai
417,Hyundai i20 Active,Jaipur,2017,40250,Petrol,Manual,First,690000.0,Hyundai
418,Mercedes-Benz GLC 43,Coimbatore,2018,22397,Petrol,Automatic,First,7098999.999999999,Mercedes-Benz
419,Hyundai EON Magna,Kolkata,2015,20800,Petrol,Manual,Second,225000.0,Hyundai
420,Hyundai Grand i10,Kochi,2018,40322,Petrol,Manual,First,550000.0,Hyundai
421,Honda City 1.5,Mumbai,2013,52576,Petrol,Manual,First,434999.99999999994,Honda
422,Volkswagen Polo Petrol,Kolkata,2010,55000,Petrol,Manual,First,225000.0,Volkswagen
423,Audi A6 35,Mumbai,2016,47000,Petrol,Automatic,First,2450000.0,Audi
424,Volkswagen Jetta 2007-2011,Hyderabad,2010,42021,Diesel,Manual,First,545000.0,Volkswagen
425,Hyundai Creta 1.6,Coimbatore,2017,23163,Petrol,Manual,First,1203000.0,Hyundai
426,Mercedes-Benz New C-Class,Mumbai,2011,50000,Petrol,Automatic,Second,850000.0,Mercedes-Benz
427,Mini Cooper Convertible,Mumbai,2014,11900,Petrol,Automatic,First,2850000.0,Mini
428,Hyundai Santro Xing,Pune,2006,108000,Petrol,Manual,Second,120000.0,Hyundai
429,Toyota Etios VD,Bangalore,2013,37000,Diesel,Manual,First,575000.0,Toyota
430,Honda Brio S,Delhi,2014,30000,Petrol,Manual,Second,320000.0,Honda
431,Maruti Baleno Alpha,Coimbatore,2018,12831,Petrol,Automatic,First,989000.0,Maruti
432,Skoda Laura Ambiente,Coimbatore,2012,143017,Diesel,Automatic,First,658000.0,Skoda
433,Hyundai EON Era,Kochi,2018,13102,Petrol,Manual,First,405999.99999999994,Hyundai
434,Renault Captur 1.5,Coimbatore,2019,24950,Diesel,Manual,First,1337000.0,Renault
435,BMW 5 Series,Coimbatore,2011,57832,Diesel,Automatic,First,2582000.0,BMW
436,Maruti Alto 800,Kochi,2016,34267,Petrol,Manual,First,374000.0,Maruti
437,Volvo V40 D3,Bangalore,2015,33000,Diesel,Automatic,Second,2200000.0,Volvo
438,Maruti Wagon R,Ahmedabad,2007,55100,Petrol,Manual,First,145000.0,Maruti
439,Honda City ZX,Kolkata,2008,40000,Petrol,Manual,First,200000.0,Honda
440,Maruti Eeco 5,Kochi,2017,31841,CNG,Manual,First,470000.0,Maruti
441,Chevrolet Enjoy 1.4,Kolkata,2014,15000,Petrol,Manual,First,375000.0,Chevrolet
442,Mahindra Bolero ZLX,Coimbatore,2016,82756,Diesel,Manual,First,770000.0,Mahindra
443,Hyundai Santro GLS,Coimbatore,2012,50243,Petrol,Manual,First,335000.0,Hyundai
444,Hyundai EON D,Hyderabad,2014,20600,Petrol,Manual,First,260000.0,Hyundai
445,Hyundai Creta 1.6,Coimbatore,2017,29952,Petrol,Automatic,First,1377000.0,Hyundai
446,Volkswagen Vento 1.6,Mumbai,2017,15000,Petrol,Manual,Second,710000.0,Volkswagen
447,Honda Civic 2006-2010,Pune,2008,61938,Petrol,Automatic,Second,265000.0,Honda
448,Tata Indica Vista,Hyderabad,2014,67000,Diesel,Manual,First,250000.0,Tata
449,Mahindra XUV500 W8,Kochi,2013,61672,Diesel,Manual,First,753000.0,Mahindra
450,Hyundai i20 1.2,Coimbatore,2017,26185,Petrol,Manual,First,798000.0,Hyundai
451,Audi Q5 30,Bangalore,2014,38000,Diesel,Automatic,Second,3900000.0,Audi
452,Maruti Ritz VXi,Chennai,2011,67000,Petrol,Manual,Second,225000.0,Maruti
453,Mitsubishi Cedia Sports,Chennai,2010,66000,Petrol,Manual,Second,385000.0,Mitsubishi
454,Toyota Innova 2.5,Hyderabad,2015,80883,Diesel,Manual,First,1350000.0,Toyota
455,Maruti Celerio LDi,Hyderabad,2016,80219,Diesel,Manual,First,350000.0,Maruti
456,Maruti S-Cross Delta,Delhi,2018,12923,Diesel,Manual,First,892000.0,Maruti
457,Audi Q3 35,Coimbatore,2016,86642,Diesel,Automatic,First,2037000.0,Audi
458,BMW 3 Series,Bangalore,2016,19235,Diesel,Automatic,First,3650000.0,BMW
459,Audi Q7 4.2,Coimbatore,2016,51002,Diesel,Automatic,First,4891000.0,Audi
460,Hyundai i20 2015-2017,Pune,2016,6800,Petrol,Manual,First,720000.0,Hyundai
461,Renault Duster 110PS,Hyderabad,2012,82749,Diesel,Manual,First,599000.0,Renault
462,Hyundai Xcent 1.1,Pune,2016,51000,Diesel,Manual,First,525000.0,Hyundai
463,Ford Ecosport 1.5,Delhi,2014,31465,Diesel,Manual,First,650000.0,Ford
464,Volkswagen Polo Petrol,Hyderabad,2013,76476,Petrol,Manual,First,440000.00000000006,Volkswagen
465,Hyundai Grand i10,Kolkata,2017,14000,Diesel,Manual,First,459999.99999999994,Hyundai
466,Tata Manza Aqua,Ahmedabad,2013,47000,Diesel,Manual,First,295000.0,Tata
467,Honda City 1.5,Kolkata,2011,48466,Petrol,Manual,First,326000.0,Honda
468,Hyundai Santro Xing,Bangalore,2008,46000,Petrol,Manual,Second,222000.00000000003,Hyundai
469,Toyota Innova 2.5,Hyderabad,2012,162663,Diesel,Manual,First,1050000.0,Toyota
470,Maruti Ciaz 1.3,Coimbatore,2017,25142,Diesel,Manual,First,826000.0,Maruti
471,Toyota Fortuner 4x4,Delhi,2013,69000,Diesel,Manual,First,1445000.0,Toyota
472,Ford Fiesta 1.6,Chennai,2009,80524,Petrol,Manual,Second,250000.0,Ford
473,Mercedes-Benz E-Class E,Kochi,2018,26405,Petrol,Automatic,First,5143000.0,Mercedes-Benz
474,Mercedes-Benz New C-Class,Chennai,2014,45000,Diesel,Manual,First,2300000.0,Mercedes-Benz
475,Skoda Yeti Ambition,Kolkata,2012,64284,Diesel,Manual,First,550000.0,Skoda
476,Hyundai Grand i10,Delhi,2015,27000,Petrol,Manual,First,450000.0,Hyundai
477,Ford Figo 2015-2019,Hyderabad,2018,3678,Petrol,Manual,First,680000.0,Ford
478,Skoda Octavia Ambition,Mumbai,2013,21000,Petrol,Manual,First,875000.0,Skoda
479,Renault Duster 85PS,Mumbai,2015,67000,Diesel,Manual,Second,700000.0,Renault
480,Land Rover Range,Delhi,2015,24000,Diesel,Automatic,Second,3350000.0,Land
481,Ford Figo Diesel,Chennai,2011,75000,Diesel,Manual,Second,225000.0,Ford
482,Ford Endeavour Hurricane,Hyderabad,2008,179000,Diesel,Automatic,Second,424000.0,Ford
483,Toyota Fortuner 4x4,Coimbatore,2017,47198,Diesel,Manual,First,2842000.0,Toyota
484,Volkswagen Polo Diesel,Kolkata,2012,52000,Diesel,Manual,First,275000.0,Volkswagen
485,Maruti Ritz VDi,Jaipur,2011,91000,Diesel,Manual,First,300000.0,Maruti
486,Nissan Micra Diesel,Pune,2013,60000,Diesel,Manual,First,355000.0,Nissan
487,Hyundai Verna 1.6,Kolkata,2013,37873,Diesel,Manual,First,480000.0,Hyundai
488,BMW 5 Series,Kolkata,2011,31000,Petrol,Automatic,First,1350000.0,BMW
489,Mercedes-Benz GLS 350d,Pune,2017,129000,Diesel,Automatic,First,5600000.0,Mercedes-Benz
490,Honda CR-V 2.4L,Hyderabad,2004,78000,Petrol,Automatic,First,399000.0,Honda
491,Hyundai Creta 1.6,Bangalore,2016,32000,Diesel,Automatic,First,1550000.0,Hyundai
492,Hyundai i10 Era,Jaipur,2010,59000,Petrol,Manual,Second,231999.99999999997,Hyundai
493,Mercedes-Benz A Class,Kochi,2016,35437,Diesel,Automatic,First,1857999.9999999998,Mercedes-Benz
494,Maruti Ertiga VXI,Jaipur,2014,98000,Petrol,Manual,First,550000.0,Maruti
495,Skoda Octavia Classic,Chennai,2006,72000,Diesel,Manual,Second,320000.0,Skoda
496,Honda Amaze VX,Pune,2015,79000,Petrol,Manual,First,400000.0,Honda
497,Maruti Zen LXi,Chennai,2004,29000,Petrol,Manual,First,160000.0,Maruti
498,Maruti SX4 ZXI,Kochi,2013,66012,Petrol,Manual,First,415000.00000000006,Maruti
499,Honda Brio VX,Mumbai,2014,35000,Petrol,Automatic,First,425000.0,Honda
500,Maruti Wagon R,Ahmedabad,2011,75000,Petrol,Manual,First,260000.0,Maruti
501,Toyota Camry A/T,Mumbai,2008,80000,Petrol,Automatic,Second,343000.0,Toyota
502,Chevrolet Beat LS,Kochi,2012,32717,Petrol,Manual,First,254999.99999999997,Chevrolet
503,Toyota Fortuner 4x4,Delhi,2017,25000,Diesel,Automatic,First,3200000.0,Toyota
504,Ford Ecosport 1.5,Mumbai,2014,79000,Diesel,Manual,First,625000.0,Ford
505,Maruti Swift Vdi,Hyderabad,2010,86000,Diesel,Manual,Second,360000.0,Maruti
506,Mercedes-Benz S Class,Pune,2010,137000,Diesel,Automatic,First,1850000.0,Mercedes-Benz
507,Honda Mobilio S,Mumbai,2015,25000,Petrol,Manual,Second,425000.0,Honda
508,Hyundai Grand i10,Mumbai,2017,8500,Petrol,Manual,Second,480000.0,Hyundai
509,Mahindra XUV500 AT,Bangalore,2015,34000,Diesel,Automatic,First,1300000.0,Mahindra
510,Skoda Fabia 1.6,Pune,2012,41629,Petrol,Manual,Second,225000.0,Skoda
511,Hyundai Santro Xing,Hyderabad,2009,80227,Petrol,Manual,First,229999.99999999997,Hyundai
512,Hyundai Creta 1.6,Kochi,2019,8587,Petrol,Manual,First,1356000.0,Hyundai
513,Mahindra Scorpio 1.99,Delhi,2017,30000,Diesel,Manual,First,1225000.0,Mahindra
514,Skoda Rapid 1.6,Pune,2013,64186,Diesel,Manual,First,376000.0,Skoda
515,Renault Duster 110PS,Coimbatore,2015,76427,Diesel,Manual,First,858000.0,Renault
516,BMW X5 xDrive,Hyderabad,2011,75000,Diesel,Automatic,First,2750000.0,BMW
517,Toyota Etios G,Coimbatore,2013,27075,Petrol,Manual,First,495000.0,Toyota
518,Maruti Wagon R,Ahmedabad,2012,30000,Petrol,Manual,First,330000.0,Maruti
519,Hyundai Creta 1.6,Chennai,2016,69434,Petrol,Manual,First,800000.0,Hyundai
520,Maruti Celerio VXI,Jaipur,2014,56000,Petrol,Manual,First,279000.0,Maruti
521,Land Rover Range,Coimbatore,2017,49275,Diesel,Automatic,First,4564000.0,Land
522,Chevrolet Beat LT,Pune,2014,8700,Petrol,Manual,First,254999.99999999997,Chevrolet
523,Tata Nano Twist,Ahmedabad,2014,18000,Petrol,Manual,Second,100000.0,Tata
524,Audi A6 2011-2015,Coimbatore,2017,41041,Diesel,Automatic,First,3756000.0,Audi
525,Mercedes-Benz E-Class 280,Kochi,2009,80464,Diesel,Automatic,Second,928999.9999999999,Mercedes-Benz
526,Maruti Swift VXI,Kochi,2019,20667,Petrol,Manual,First,637000.0,Maruti
527,Fiat Linea T,Coimbatore,2013,60283,Petrol,Manual,First,298000.0,Fiat
528,Maruti Swift VXI,Kochi,2017,31696,Petrol,Manual,First,575000.0,Maruti
529,Toyota Fortuner 3.0,Hyderabad,2010,100000,Diesel,Manual,First,1300000.0,Toyota
530,Maruti Ertiga ZXI,Mumbai,2014,13361,Petrol,Manual,First,680000.0,Maruti
531,BMW 3 Series,Coimbatore,2010,48394,Petrol,Automatic,First,1049000.0,BMW
532,Maruti Ertiga VXI,Jaipur,2014,47399,Petrol,Manual,First,560000.0,Maruti
533,Honda City 1.5,Mumbai,2010,69000,Petrol,Automatic,Second,285000.0,Honda
534,Hyundai Santa Fe,Coimbatore,2013,65278,Diesel,Manual,First,836000.0,Hyundai
535,Tata Indigo LS,Jaipur,2005,108000,Diesel,Manual,First,100000.0,Tata
536,Mercedes-Benz E-Class 2009-2013,Kolkata,2010,50645,Petrol,Automatic,Second,1075000.0,Mercedes-Benz
537,Maruti Swift Dzire,Hyderabad,2011,130002,Diesel,Manual,First,385000.0,Maruti
538,Ford Fiesta Classic,Hyderabad,2012,107000,Diesel,Manual,First,300000.0,Ford
539,Honda City i,Coimbatore,2015,41950,Petrol,Automatic,First,960000.0,Honda
540,Toyota Fortuner 4x2,Delhi,2012,109000,Diesel,Manual,First,1325000.0,Toyota
541,Honda Amaze VX,Mumbai,2016,9000,Petrol,Manual,First,575000.0,Honda
542,Hyundai i20 Asta,Delhi,2014,43900,Diesel,Manual,First,675000.0,Hyundai
543,Chevrolet Enjoy TCDi,Bangalore,2013,64000,Diesel,Manual,Second,484999.99999999994,Chevrolet
544,Mercedes-Benz New C-Class,Kochi,2019,13190,Petrol,Automatic,First,3899000.0,Mercedes-Benz
545,Maruti SX4 ZXI,Mumbai,2009,77652,Petrol,Automatic,First,285000.0,Maruti
546,Toyota Innova 2.5,Mumbai,2012,55000,Diesel,Manual,First,951000.0,Toyota
547,BMW 5 Series,Ahmedabad,2012,59900,Diesel,Automatic,Second,1850000.0,BMW
548,Renault Duster 110PS,Delhi,2015,73539,Diesel,Manual,First,675000.0,Renault
549,BMW X1 sDrive,Coimbatore,2017,31645,Diesel,Automatic,First,2940000.0,BMW
550,Honda City ZX,Kochi,2009,69690,Petrol,Manual,First,329000.0,Honda
551,Maruti Ciaz RS,Delhi,2016,41000,Diesel,Manual,First,950000.0,Maruti
552,Maruti Swift Dzire,Pune,2010,109200,Petrol,Manual,Second,220000.00000000003,Maruti
553,Mahindra XUV500 W6,Pune,2012,80000,Diesel,Manual,First,650000.0,Mahindra
554,Honda Civic 2006-2010,Ahmedabad,2007,51000,Petrol,Manual,First,490000.00000000006,Honda
555,Maruti Ertiga ZDI,Pune,2013,105000,Diesel,Manual,Second,675000.0,Maruti
556,Toyota Etios Liva,Chennai,2013,179000,Diesel,Manual,First,380000.0,Toyota
557,Audi TT 2.0,Delhi,2013,12100,Petrol,Automatic,First,2950000.0,Audi
558,Skoda Rapid 1.5,Hyderabad,2017,31000,Diesel,Manual,First,1050000.0,Skoda
559,Volkswagen Polo 1.5,Hyderabad,2015,50000,Diesel,Manual,First,620000.0,Volkswagen
